angle_id,product_id,motivation_id,angle_name,angle_family,primary_bucket,secondary_bucket,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,commercial_trigger,visual_scene,copy_formula_fit,hook_style,hook_direction,subhook_direction,usp_direction,cta_direction,content_format_fit,platform_surface_fit,bundle_potential,repeat_purchase_potential,why_it_can_sell,creative_notes,source_motivation_hook,source_batch,angle_status
MWTCB_ANG_120,MWTCB_25ML,MWTCB_25ML__zip_csv__BM045,EDC Bagpack Backpacker,travel_car_bag,TRAVEL_CAR_BAG,VISUAL_RECOGNITION,repeat_buyer,driver_travel,MODERATE,beg,multi_location_logic,Backpacker menyimpan minyak urut kecil dalam poket tepi beg hiking.,Tangan backpacker menyelitkan botol Cap Burung celah botol air dalam poket jaring beg backpack besar.,QUEST,Travel/kereta/beg,"Beg backpack dah penuh barang travel, tapi minyak standby urat terselit kompak.",Saiz 25ml kaca tebal tak pecah bersiap sedia untuk perjalanan lasak.,Formula asli warisan sejak 1958.,Tap beg kuning saiz backpacker.,hybrid_video,poster_ads,HIGH,LOW,Targeting backpackers and outdoor travelers.,Backpacker gear layout.,"""Panjat gunung beg nak kena ringan, tapi minyak urut wajib bawa. Guna yang ni.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_121,MWTCB_25ML,MWTCB_25ML__xlsx__BM019,Scroll TikTok Jumpa Almari Tok,tiktok_curiosity,TIKTOK_CURIOSITY,VISUAL_RECOGNITION,cold_scroll,impulse_tiktok_buyer,BOLD,rumah,visual_recognition,Menggunakan visual barangan kampung di feed TikTok moden yang bersih.,"Kamera telefon memaparkan feed TikTok, tiba-tiba muncul botol kaca hijau retro Cap Burung.",4U,TikTok curiosity,"Tengah scroll TikTok, tiba-tiba nampak minyak macam dari almari tok.",Itu yang buat mata berhenti scroll — familiar tapi curious.,Formula asli tradisional warisan sejak 1958.,"Tap beg kuning, tengok sendiri harga legend.",hybrid_video,poster_ads,MEDIUM,LOW,Pattern interrupt visual kontras di media sosial.,Social media scroll stopper curiosity.,"Tengah scroll TikTok, tiba-tiba nampak minyak macam dari almari tok.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_122,MWTCB_25ML,MWTCB_25ML__xlsx__BM019,Vibe Vintage Estetik Kampung,nostalgia_trust,TIKTOK_CURIOSITY,VISUAL_RECOGNITION,cold_scroll,impulse_tiktok_buyer,MODERATE,rumah,visual_recognition,Ketertarikan estetika anak muda terhadap barangan retro/vintage kampung.,Close-up botol Cap Burung berputar perlahan di atas alas meja renda putih vintage.,4U,TikTok curiosity,Barang old-school kampung ni ada estetika seni tersendiri.,Botol kaca hijau retro Cap Burung bukan ubat sapu plastik generic.,Petua Turun Temurun warisan tulen sejak 1958.,Tap beg kuning untuk ubat retro estetik.,hybrid_video,poster_ads,MEDIUM,LOW,Menyasar anak muda pencinta barangan retro/estetik kampung.,Vintage aesthetic flatlay.,"Tengah scroll TikTok, tiba-tiba nampak minyak macam dari almari tok.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_123,MWTCB_25ML,MWTCB_25ML__xlsx__BM020,Friction Beli Cart Filler,tiktok_curiosity,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,BOLD,rumah,impulse_low_friction,Membeli produk sebagai 'cart filler' kerana harga murah dan fungsi tinggi.,Tangan menekan ikon '+' untuk menambah botol kecil Cap Burung ke dalam cart.,AIDA,impulse cuba,Benda kecil macam ni memang bahaya — senang sangat masuk cart.,"Sebab dia nampak berguna, murah, dan bukan sekadar hiasan comel.",Formula herba tradisional Cap Burung yang melegakan sendi.,"Tap check price, jangan overthink masuk cart.",hybrid_video,poster_ads,MEDIUM,MEDIUM,Mendorong pembelian tambahan impulsif dengan kos rendah.,Low friction online impulse buy.,Benda kecil macam ni memang bahaya — senang sangat masuk cart.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_124,MWTCB_25ML,MWTCB_25ML__xlsx__BM020,Trial Kit Tanpa Komitmen,tiktok_curiosity,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,MODERATE,rumah,impulse_low_friction,Mencuba produk buat pertama kali tanpa komitmen kos yang besar.,"Tangan membuka bungkusan pos bubble wrap kecil, mengeluarkan botol 25ml Cap Burung.",AIDA,impulse cuba,Tak payah komit beli minyak urut besar sebotol kalau baru nak mencuba.,Sauk saiz kecil 25ml ni buat trial kit urat sendi kau.,Cap merah minyak hijau warisan tradisi asli.,Tap check harga diskaun trial.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menurunkan halangan pembelian bagi pelanggan baru.,First time trial entry.,Benda kecil macam ni memang bahaya — senang sangat masuk cart.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_125,MWTCB_25ML,MWTCB_25ML__xlsx__BM044,Fikir Tiga Hari Slogan,tiktok_curiosity,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,BOLD,rumah,impulse_low_friction,Pembelian pantas tanpa perlu berfikir panjang kerana keperluan yang jelas.,Lelaki menunjuk botol kecil Cap Burung di tangan sambil tersenyum yakin.,4U,mudah cuba,Tak semua benda kena fikir 3 hari sebelum beli.,Minyak angin standby saiz kecil ni harga bawah RM20 jer.,Formula asli tradisional yang sentiasa berguna masa kecemasan.,Tap beg kuning beli sekarang terus jimat.,hybrid_video,poster_ads,MEDIUM,LOW,Mengurangkan masa pertimbangan pembeli e-dagang.,Decisive shopping hook.,Tak semua benda kena fikir 3 hari sebelum beli.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_126,MWTCB_25ML,MWTCB_25ML__xlsx__BM044,Tak Plan Beli Tapi Sauk,tiktok_curiosity,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,BOLD,rumah,impulse_low_friction,Pembelian spontan akibat terpengaruh demo visual kelikatan herba pekat.,"Close-up tangan menapis minyak hijau pekat Cap Burung pada permukaan sudu besi, berkilat herba pekat.",4U,mudah cuba,"Tak plan nak beli minyak urut, sekali nampak kelikatan herba dia terus sauk.",Sebab tahu ubat tradisional pekat macam ni susah nak jumpa sekarang.,Formula asli tradisional Cap Burung sejak 1958.,Tap beg kuning sauk set jimat.,hybrid_video,poster_ads,MEDIUM,LOW,Mendorong impulse buying berasaskan bukti kelikatan visual produk.,Impulse purchase viscosity hook.,Tak semua benda kena fikir 3 hari sebelum beli.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_127,MWTCB_25ML,MWTCB_25ML__xlsx__BM057,TikTok Impulse Cart Danger,tiktok_curiosity,TIKTOK_CURIOSITY,VISUAL_RECOGNITION,cold_scroll,impulse_tiktok_buyer,BOLD,rumah,visual_recognition,Tabiat pengguna TikTok Shop yang membeli barangan secara impulsif.,Seorang wanita menunjukkan botol Cap Burung ke kamera dengan latar belakang bilik tidur.,4U,object hook,"Barang macam ni bahaya dekat TikTok Shop — tak plan beli, tapi rasa wajib ada.","Sebab otak kau tahu, satu hari nanti urat leher kau akan sakit juga.",Formula warisan legenda sejak 1958 asli.,"Tap beg kuning, jangan overthink.",hybrid_video,poster_ads,MEDIUM,LOW,Menyasar tingkah laku pengguna e-dagang hiburan.,Shoppertainment conversion trigger.,Tak perlu orang menjerit pun. Cap merah minyak hijau dah cukup buat mata berhenti.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_128,MWTCB_25ML,MWTCB_25ML__xlsx__BM057,Demonstrasi Tonyoh Peha,visual_recognition,TIKTOK_CURIOSITY,VISUAL_RECOGNITION,cold_scroll,impulse_tiktok_buyer,MODERATE,rumah,visual_recognition,Demonstrasi visual sapuan minyak pekat pada peha.,"Close-up minyak hijau pekat dituang perlahan ke tapak tangan, lalu diurut pada betis.",4U,object hook,"Minyak tradisional tulen pekat, bukan jenis air cair wangi kosong.","Sekali tonyoh pada urat tegang, kehangatan herba terus meresap dalam.",Warna hijau asli herba tradisi Cap Burung.,Tap beg kuning untuk merasai sendiri.,hybrid_video,poster_ads,MEDIUM,LOW,Menjual melalui kualiti fizikal dan kelikatan minyak tradisional.,Viscosity product demonstration.,Tak perlu orang menjerit pun. Cap merah minyak hijau dah cukup buat mata berhenti.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_129,MWTCB_25ML,MWTCB_25ML__xlsx__BM058,Wrist Kejang Gamer Keyboard,persona_specific,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,BOLD,rumah,impulse_low_friction,Sakit wrist dan jari kejang gamer selepas sesi gaming semalaman.,Lelaki mengurut pergelangan tangannya yang lenguh tegang berlatarkan skrin gaming.,AIDA,cart filler,"Sesi gaming sampai subuh, wrist tangan start rasa kejang mencucuk.",Gosok minyak Cap Burung legend tepi keyboard untuk redakan sengal urat.,Formula asli tradisional meresap melegakan otot sendi tangan.,Dapatkan minyak gamer standby sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Addressing gamer physical strain in casual tone.,Gaming routine fatigue trigger.,"Barang macam ni bahaya dekat TikTok Shop — tak plan beli, tapi rasa wajib ada.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_130,MWTCB_25ML,MWTCB_25ML__xlsx__BM058,Stok Borong Cyber Cafe,multi_buy,TIKTOK_CURIOSITY,PRACTICAL_STORAGE,ready_to_buy,impulse_tiktok_buyer,SOFT,rumah,impulse_low_friction,Menyediakan botol minyak angin di kaunter cyber cafe.,Penjaga kaunter cyber cafe meletakkan sebotol Cap Burung di kaunter bayaran.,AIDA,cart filler,Kaunter cyber cafe pun dah start standby minyak cap merah ni.,Sebab tahu budak gaming malam-malam selalu kejang sendi tangan.,Formula asli herba warisan sejak 1958.,Ambil bundle borong meja game sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Targeting group gaming setups.,Gaming cafe accessories.,"Barang macam ni bahaya dekat TikTok Shop — tak plan beli, tapi rasa wajib ada.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_131,MWTCB_25ML,MWTCB_25ML__xlsx__BM012,Feed Stop-Scroll Cap Merah,visual_recognition,VISUAL_RECOGNITION,TIKTOK_CURIOSITY,cold_scroll,impulse_tiktok_buyer,BOLD,rumah,visual_recognition,Identiti visual cap merah mencolok yang menghentikan scroll.,Botol kaca hijau retro dengan cap merah diletakkan secara paksa di tengah skrin.,Hook/Visual/Reason/CTA,visual recognition,"Cap merah, minyak hijau — sekali lalu pun mata berhenti scroll.",Ini jenis visual yang terus bawa otak balik ke almari rumah lama.,Petua warisan asli sejak 1958 yang dipercayai.,Tap tengok produk legenda sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Pattern interrupt berasaskan reka bentuk pembungkusan kontras.,Packaging color contrast stopper.,"Cap merah, minyak hijau — sekali lalu pun mata berhenti.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_132,MWTCB_25ML,MWTCB_25ML__xlsx__BM012,Pattern Interrupt Burung Kuning,visual_recognition,VISUAL_RECOGNITION,TIKTOK_CURIOSITY,cold_scroll,impulse_tiktok_buyer,MODERATE,rumah,visual_recognition,Menggunakan logo burung kuning pada label lama sebagai tarikan.,Tangan memegang botol Cap Burung dekat dengan lensa kamera.,Hook/Visual/Reason/CTA,visual recognition,Cari logo burung ni kalau nak formula asli tradisional.,Identiti lama yang tidak diubah sejak 1958 demi menjaga mutu.,Minyak hijau pekat herba asli.,Klik beli herba Cap Burung legend.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menjual keaslian warisan melalui grafik retro.,Brand logo nostalgia.,"Cap merah, minyak hijau — sekali lalu pun mata berhenti.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_133,MWTCB_25ML,MWTCB_25ML__xlsx__BM012,Mata Berhenti Scroll Burung Kuning,visual_recognition,VISUAL_RECOGNITION,TIKTOK_CURIOSITY,cold_scroll,impulse_tiktok_buyer,BOLD,rumah,visual_recognition,Pattern interrupt feed TikTok menggunakan logo burung klasik berbingkai kuning.,Close-up dramatik logo burung timbul pada botol kaca hijau retro Cap Burung.,Hook/Visual/Reason/CTA,visual recognition,Bukan logo moden minimalism yang bosan. Logo burung kuning retro ni gerenti buat mata berhenti scroll.,Identiti asli warisan tempatan sejak 1958.,Minyak hijau pekat herba tradisi penyembuh sengal.,Tap beg kuning tengok produk legend.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menggunakan keunikan reka bentuk label vintage untuk pattern interrupt.,Retro logo pattern interrupt.,"Cap merah, minyak hijau — sekali lalu pun mata berhenti.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_134,MWTCB_25ML,MWTCB_25ML__zip_csv__BM030,Retro Kaca Hijau Almari Tok,visual_recognition,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,BOLD,kerja,fear_of_not_having,Visual nostalgia botol kaca hijau retro di feed TikTok malam.,"Tangan memegang botol kaca tebal retro, cahaya lampu bilik tidur menembusi botol.",AIDA,Use moment,Berhenti scroll! Kau ingat lagi tak minyak cap burung kat rumah tok dulu?,Bukan minyak angin viral wangi bunga chemical. Ini formula asli herba 1958.,Botol kaca hijau retro dengan cap merah legasi keluarga.,Tap beg kuning sauk harga promo sekarang.,hybrid_video,poster_ads,LOW,LOW,Visual memory interrupt targeting late night scroll audience.,Late night scroll nostalgia stopper.,"""Kerja shift malam kilang atau security? Angin malam sejuk mencerah urat.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_135,MWTCB_25ML,MWTCB_25ML__zip_csv__BM030,Pattern Interrupt Rumah Kampung,visual_recognition,VISUAL_RECOGNITION,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,MODERATE,kerja,fear_of_not_having,Menggunakan kontras visual rumah kondo moden dengan bau herba kampung.,Gadis bandar menyapu minyak Cap Burung sambil memandang balkoni kondo.,AIDA,Use moment,"Sapu sikit dekat tengkuk, bau herba terus bawa ingatan balik kampung halaman.",Ketenangan rumah kampung dalam botol kecil 25ml mudah simpan.,Petua warisan turun-temurun sejak 1958.,Dapatkan ketenangan kampung hari ini.,hybrid_video,poster_ads,LOW,LOW,Nostalgia and modern life contrast visualization.,Urban lifestyle vs rural scent.,"""Kerja shift malam kilang atau security? Angin malam sejuk mencerah urat.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_136,MWTCB_25ML,MWTCB_25ML__xlsx__BM024,Urat Monday Blues Balik Kerja,persona_specific,PERSONA_SPECIFIC,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,BOLD,kerja,practical_convenience,Keletihan melampau dan sakit otot selepas hari pertama bekerja.,"Pekerja lelaki melonggarkan tali lehernya ketika berjalan masuk rumah, memicit bahu.",PAS,after-work,Balik kerja badan rasa macam kena hempap hari Isnin?,Sapu minyak Cap Burung di bahu sebelum baring untuk rehatkan otot tegang.,Formula asli tradisional meresap melegakan stres fizikal.,Beli satu botol standby hari Isnin.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Addressing corporate workers' Monday physical stress.,Office worker Monday routine.,Balik kerja badan rasa macam kena hempap hari Isnin?,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_137,MWTCB_25ML,MWTCB_25ML__xlsx__BM024,Sakit Tengkuk Staf IT Duduk Lama,persona_specific,PERSONA_SPECIFIC,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,BOLD,kerja,practical_convenience,Sakit tengkuk staf IT atau kerani pejabat yang duduk menghadap komputer 10 jam.,Staf IT memegang tengkuknya yang kejang sambil menatap kod komputer.,PAS,after-work,"Duduk taip keyboard 10 jam, tengkuk rasa kaku macam kena simen.",Urut manja dengan minyak hijau pekat herba asli Cap Burung.,Saiz kecil 25ml mudah letak tepi laptop kerja.,Tap beg kuning hilangkan kaku tengkuk.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Targeting computer deskbound workers.,IT support back fatigue.,Balik kerja badan rasa macam kena hempap hari Isnin?,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_138,MWTCB_25ML,MWTCB_25ML__xlsx__BM024,Lenguh Lengan Cashier Supermarket,persona_specific,PERSONA_SPECIFIC,STANDBY_BEFORE_NEED,cold_scroll,lelaki_bekerja,MODERATE,kerja,practical_convenience,Lenguh bahu dan lengan juruwang akibat imbasan barang bertali arus.,Cashier wanita menggosok bahunya selepas tamat shift kaunter.,PAS,after-work,"Cashier berdiri scan barang seharian, malam confirm sendi lengan rasa ketat sengal.",Sapu minyak herba cap burung untuk legakan lenguh urat sendi.,Formula warisan tradisi sejak 1958 melegakan otot letih.,Sediakan sebiji dalam pouch kerja.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Targeting retail frontline staff.,Retail worker fatigue.,Balik kerja badan rasa macam kena hempap hari Isnin?,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_139,MWTCB_25ML,MWTCB_25ML__xlsx__BM026,Mak Settle Drama Rumah,persona_specific,PERSONA_SPECIFIC,FAMILY_HOME,cold_scroll,mak_mak,BOLD,rumah,family_responsibility,Mak-mak menguruskan kekacauan rumah tangga dengan bersedia ubat.,Ibu mengurut bahunya yang sengal sambil memeluk anak kecil.,SLAP,mak-mak,"Mak-mak tahu, anak mula meragam boleh jadi kecoh satu rumah.",Standby minyak Cap Burung siap-siap dalam laci ruang tamu.,Formula asli selamat dipercayai sejak 1958.,Sauk set mak standby sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Appealing to mothers who manage family health.,Household matriarch duty.,Mak-mak tahu — benda kecil boleh jadi drama kalau tak standby.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_140,MWTCB_25ML,MWTCB_25ML__xlsx__BM026,Sengal Peha Ibu Mengandung,persona_specific,PERSONA_SPECIFIC,FAMILY_HOME,cold_scroll,mak_mak,BOLD,rumah,family_responsibility,Sengal kaki dan betis ibu mengandung yang memerlukan sapuan minyak hangat.,Wanita mengandung menyapu lembut minyak angin pada betisnya.,SLAP,mak-mak,"Mengandung masuk trimester ketiga, betis mula rasa kejang mencucuk malam.",Sapu minyak cap burung untuk hangatkan sendi otot betis dengan selamat.,Formula asli tradisional herba pekat semula jadi.,Beli set ibu mengandung sekarang.,hybrid_video,poster_ads,HIGH,HIGH,Targeting maternal leg fatigue.,Pregnancy leg cramp.,Mak-mak tahu — benda kecil boleh jadi drama kalau tak standby.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_141,MWTCB_25ML,MWTCB_25ML__xlsx__BM026,Urat Tangan Ibu Mengemas Rumah,family_home,PERSONA_SPECIFIC,FAMILY_HOME,cold_scroll,mak_mak,MODERATE,rumah,family_responsibility,Ibu mengemas mainan anak dan menyapu rumah mengalami lenguh.,"Ibu membongkok mengutip mainan anak di lantai, mengurut pinggang.",SLAP,mak-mak,"Kemas mainan anak tak henti, pinggang mak mula rasa nak patah malam ni.",Sapu minyak cap burung herba asli sebelum tidur untuk rehat segar.,Petua warisan turun-temurun sejak 1958.,Standby ubat pinggang mak hari ini.,hybrid_video,poster_ads,HIGH,HIGH,Appealing to domestic housewives.,Housework physical toll.,Mak-mak tahu — benda kecil boleh jadi drama kalau tak standby.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_142,MWTCB_25ML,MWTCB_25ML__xlsx__BM045,Handbag Penuh Lip Tint Tiada Minyak,persona_specific,PERSONA_SPECIFIC,TRAVEL_CAR_BAG,cold_scroll,mak_mak,BOLD,beg,practical_convenience,Humor tentang wanita yang membawa kosmetik penuh beg tetapi lupa ubat.,"Wanita mengeluarkan cermin, gincu, dan lip tint dari beg tangan kecil.",FAB,handbag standby,"Handbag penuh lip tint mewah, tapi minyak standby pening kepala tak ada?","Bila pening datang tengah mall, lip tint tak boleh tolong hilangkan loya.",Selit sebotol kecil 25ml Cap Burung celah kosmetik pouch kau.,Sauk saiz travel beg sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Humorous contrast targeting fashion-conscious women.,Fashion handbag layout.,"Handbag penuh lip tint, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_143,MWTCB_25ML,MWTCB_25ML__xlsx__BM045,Pouch Beg Make-up Minyak Angin,practical_storage,PERSONA_SPECIFIC,TRAVEL_CAR_BAG,cold_scroll,mak_mak,MODERATE,beg,practical_convenience,Minyak angin saiz kompak diletakkan dalam pouch makeup isteri.,Tangan meletakkan botol Cap Burung dengan kemas celah bedak asas.,FAB,handbag standby,"Ladies, jangan biar pening kepala rosakkan mood kerja.",Sediakan sebotol kecil Cap Burung celah beg makeup harian.,Cap merah mudah dicari celah barangan makeup.,Tap beg kuning saiz makeup pouch.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Targeting working ladies' handbag contents.,Makeup bag layout.,"Handbag penuh lip tint, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_144,MWTCB_25ML,MWTCB_25ML__xlsx__BM045,Mabuk Perjalanan Gadis Travel,travel_car_bag,PERSONA_SPECIFIC,TRAVEL_CAR_BAG,cold_scroll,mak_mak,SOFT,beg,practical_convenience,Gadis travel mengalami mabuk kenderaan ketika bersiar-siar.,"Gadis bersandar di tingkap bas pelancong, memegang kepalanya.",FAB,handbag standby,"Gadis travel kalau naik bas bukit cameron, confirm kepala start pening pusing.",Sapu herba asli cap burung dekat pelipis mata untuk hilangkan loya bas.,Formula asli tradisional aroma menyegarkan.,Beli set gadis travel jimat.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Targeting young female travellers.,Scenic tourist bus ride.,"Handbag penuh lip tint, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_145,MWTCB_25ML,MWTCB_25ML__zip_csv__BM049,Lelaki Kerja Lasak Standby,persona_specific,PERSONA_SPECIFIC,PRACTICAL_STORAGE,cold_scroll,lelaki_bekerja,BOLD,kerja,household_readiness,Lelaki kerja lasak memerlukan minyak angin kuat untuk otot.,Lelaki membaiki motor di bengkel memegang bahunya yang lenguh.,PAS,Use moment,Lelaki pun jangan tunggu badan koyak baru nak kelam-kabut cari minyak.,Sapu herba tegang urat Cap Burung dekat otot sengal lepas kerja bengkel.,Formula tegang urat pekat asli warisan 1958.,Beli set kerja lasak jimat.,hybrid_video,poster_ads,LOW,LOW,Targeting blue-collar manual labor workers.,Mechanic workshop labor.,"""Content creator yang hadap skrin laptop lama sampai tengkuk kaku macam batu?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_146,MWTCB_25ML,MWTCB_25ML__zip_csv__BM049,Beg Sukan Rider Sepeda,travel_car_bag,PERSONA_SPECIFIC,PRACTICAL_STORAGE,cold_scroll,lelaki_bekerja,MODERATE,kerja,household_readiness,Rider basikal bukit menyimpan minyak urut kecil.,"Rider basikal bukit menyarung pouch pinggang, menyelitkan botol kecil.",PAS,Use moment,"Kayuh basikal naik bukit berpuluh kilo, urat peha start kejang ketat.",Sapu herba asli minyak cap burung dekat muscle betis melegakan sengal.,Botol kaca tebal tahan lasak gegaran basikal.,Beli set rider basikal sekarang.,hybrid_video,poster_ads,LOW,LOW,Targeting outdoor sports bicycling community.,Mountain biking sports.,"""Content creator yang hadap skrin laptop lama sampai tengkuk kaku macam batu?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_147,MWTCB_25ML,MWTCB_25ML__zip_csv__BM049,Pekerja Warehouse Berdiri Lama,persona_specific,PERSONA_SPECIFIC,PRACTICAL_STORAGE,cold_scroll,lelaki_bekerja,BOLD,kerja,household_readiness,Pekerja warehouse berdiri 12 jam mengalami sakit tumit.,Pekerja warehouse memakai kasut keselamatan tebal duduk di pallet.,PAS,Use moment,"Kerja warehouse berdiri 12 jam scan parcel, tumit kaki rasa menyucuk bisa.",Sapu herba asli minyak Cap Burung sebelum tidur untuk lancarkan darah.,Formula asli warisan 1958 yang dipercayai pekerja.,Dapatkan set warehouse jimat sekarang.,hybrid_video,poster_ads,LOW,LOW,Targeting logistics/warehouse staff.,Warehouse logistics worker.,"""Content creator yang hadap skrin laptop lama sampai tengkuk kaku macam batu?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_148,MWTCB_25ML,MWTCB_25ML__zip_csv__BM026,Senak Perut Rendang Raya,seasonal_context,SEASONAL_CONTEXT,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,BOLD,balik_kampung,multi_location_logic,Senak perut atau kembung angin selepas makan rendang.,Lelaki menggosok perutnya yang buncit senak berlatarkan balang biskut.,QUEST,Use moment,Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.,Urut membulat minyak cap burung ni kat perut. Kejap lagi confirm sendawa puas.,Formula asli tradisional warisan sejak 1958.,Beli Set Sendawa Raya sekarang.,hybrid_video,poster_ads,HIGH,LOW,Targeting festive eating patterns (Hari Raya/Kenduri).,Raya house visiting trigger.,"""Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_149,MWTCB_25ML,MWTCB_25ML__zip_csv__BM026,Stok Kenduri Raya Balik Kampung,seasonal_context,SEASONAL_CONTEXT,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,MODERATE,balik_kampung,multi_location_logic,Membeli set bundle untuk diletakkan di rumah keluarga.,Tuan rumah menyusun botol-botol Cap Burung di atas dulang goodies.,QUEST,Use moment,Balik kampung minggu depan jangan balik tangan kosong. Mak ayah tak nak benda mahal.,"Bawak balik sepeket minyak cap burung ni, senyum orang tua tu sebab barang rare.",Formula asli tradisional logo burung klasik.,Beli Buah Tangan kenduri sekarang.,hybrid_video,poster_ads,HIGH,LOW,Festive host and goodies preparation.,Wedding goodies trigger.,"""Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_150,MWTCB_25ML,MWTCB_25ML__zip_csv__BM026,Lutut Kebas Musim Hujan,seasonal_context,SEASONAL_CONTEXT,NOSTALGIA_TRUST,repeat_buyer,anak_beli_untuk_parent,SOFT,balik_kampung,multi_location_logic,Warga emas mengalami lenguh sendi lutut mencucuk ketika musim hujan.,Warga emas duduk memandang hujan lebat di luar tingkap kayu kampung.,QUEST,Use moment,"Bila musim hujan, rumah rasa lembap dan urat kaki mak mula rasa ngilu mencucuk.",Sapu minyak herba cap burung untuk hangatkan sendi kaki tidur lena.,Formula asli tradisional warisan sejak 1958.,Dapatkan set musim hujan jimat.,hybrid_video,poster_ads,HIGH,LOW,Addressing seasonal cold weather joint pain.,Monsoon season elder pain.,"""Balik kenduri perut rasa senak gas penuh? Nak sendawa tapi tak lepas.""",2026-06-19_part2_angle_bank,draft
