subhook_id,product_id,hook_id,angle_id,motivation_id,subhook_text,subhook_role,boldness_level,buyer_stage,persona_fit,primary_bucket,usage_context,sales_mechanism,proof_direction,visual_support,source_batch,subhook_status
MWTCB_SUBHOOK_285,MWTCB_25ML,MWTCB_HOOK_285,MWTCB_ANG_095,MWTCB_25ML__zip_csv__BM016,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,cold_scroll,lelaki_bekerja,PRACTICAL_STORAGE,kerja,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_286,MWTCB_25ML,MWTCB_HOOK_286,MWTCB_ANG_096,MWTCB_25ML__zip_csv__BM057,"Buang ubat expired tu, standby minyak herba tradisional asli Cap Burung.",standby cue,MODERATE,repeat_buyer,lelaki_bekerja,PRACTICAL_STORAGE,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_287,MWTCB_25ML,MWTCB_HOOK_287,MWTCB_ANG_096,MWTCB_25ML__zip_csv__BM057,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,trust cue,MODERATE,repeat_buyer,lelaki_bekerja,PRACTICAL_STORAGE,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_288,MWTCB_25ML,MWTCB_HOOK_288,MWTCB_ANG_096,MWTCB_25ML__zip_csv__BM057,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,repeat_buyer,lelaki_bekerja,PRACTICAL_STORAGE,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_289,MWTCB_25ML,MWTCB_HOOK_289,MWTCB_ANG_097,MWTCB_25ML__zip_csv__BM057,Urat jari penat lepas cuci kuali terus sapu tak payah jalan jauh.,situation reason,SOFT,repeat_buyer,lelaki_bekerja,PRACTICAL_STORAGE,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_290,MWTCB_25ML,MWTCB_HOOK_290,MWTCB_ANG_097,MWTCB_25ML__zip_csv__BM057,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi bekerja di dapur.,trust cue,SOFT,repeat_buyer,lelaki_bekerja,PRACTICAL_STORAGE,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_291,MWTCB_25ML,MWTCB_HOOK_291,MWTCB_ANG_097,MWTCB_25ML__zip_csv__BM057,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,repeat_buyer,lelaki_bekerja,PRACTICAL_STORAGE,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_292,MWTCB_25ML,MWTCB_HOOK_292,MWTCB_ANG_098,MWTCB_25ML__zip_csv__BM058,Urut manja dengan herba pekat minyak Cap Burung untuk longgarkan urat.,situation reason,AGGRESSIVE,ready_to_buy,universal_household,PRACTICAL_STORAGE,beg,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_293,MWTCB_25ML,MWTCB_HOOK_293,MWTCB_ANG_098,MWTCB_25ML__zip_csv__BM058,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,trust cue,AGGRESSIVE,ready_to_buy,universal_household,PRACTICAL_STORAGE,beg,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_294,MWTCB_25ML,MWTCB_HOOK_294,MWTCB_ANG_098,MWTCB_25ML__zip_csv__BM058,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,AGGRESSIVE,ready_to_buy,universal_household,PRACTICAL_STORAGE,beg,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_295,MWTCB_25ML,MWTCB_HOOK_295,MWTCB_ANG_099,MWTCB_25ML__zip_csv__BM058,Selit minyak Cap Burung 25ml dalam pouch laptop untuk standby kerja.,standby cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,beg,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_296,MWTCB_25ML,MWTCB_HOOK_296,MWTCB_ANG_099,MWTCB_25ML__zip_csv__BM058,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,trust cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,beg,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_297,MWTCB_25ML,MWTCB_HOOK_297,MWTCB_ANG_099,MWTCB_25ML__zip_csv__BM058,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,beg,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_298,MWTCB_25ML,MWTCB_HOOK_298,MWTCB_ANG_100,MWTCB_25ML__xlsx__BM005,"Selit sebotol minyak Cap Burung, urat lutut lenguh masa solat terus sapu.",situation reason,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_299,MWTCB_25ML,MWTCB_HOOK_299,MWTCB_ANG_100,MWTCB_25ML__xlsx__BM005,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_300,MWTCB_25ML,MWTCB_HOOK_300,MWTCB_ANG_100,MWTCB_25ML__xlsx__BM005,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_301,MWTCB_25ML,MWTCB_HOOK_301,MWTCB_ANG_101,MWTCB_25ML__xlsx__BM005,Masukkan Cap Burung 25ml dalam beg sukan untuk sapuan kecemasan padang.,situation reason,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_302,MWTCB_25ML,MWTCB_HOOK_302,MWTCB_ANG_101,MWTCB_25ML__xlsx__BM005,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_303,MWTCB_25ML,MWTCB_HOOK_303,MWTCB_ANG_101,MWTCB_25ML__xlsx__BM005,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_304,MWTCB_25ML,MWTCB_HOOK_304,MWTCB_ANG_102,MWTCB_25ML__xlsx__BM006,Jangan biar urat tangan rosak muda. Standby botol kecil ni tepi keyboard kau.,standby cue,AGGRESSIVE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_305,MWTCB_25ML,MWTCB_HOOK_305,MWTCB_ANG_102,MWTCB_25ML__xlsx__BM006,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,trust cue,AGGRESSIVE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_306,MWTCB_25ML,MWTCB_HOOK_306,MWTCB_ANG_102,MWTCB_25ML__xlsx__BM006,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_307,MWTCB_25ML,MWTCB_HOOK_307,MWTCB_ANG_103,MWTCB_25ML__xlsx__BM006,Minyak hijau pekat herba asli penenang gamer stres.,situation reason,MODERATE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_308,MWTCB_25ML,MWTCB_HOOK_308,MWTCB_ANG_103,MWTCB_25ML__xlsx__BM006,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_309,MWTCB_25ML,MWTCB_HOOK_309,MWTCB_ANG_103,MWTCB_25ML__xlsx__BM006,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_310,MWTCB_25ML,MWTCB_HOOK_310,MWTCB_ANG_104,MWTCB_25ML__xlsx__BM035,Minyak Cap Burung botol kaca tebal retro ni dijamin kukuh dari kebocoran.,situation reason,AGGRESSIVE,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_311,MWTCB_25ML,MWTCB_HOOK_311,MWTCB_ANG_104,MWTCB_25ML__xlsx__BM035,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,AGGRESSIVE,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_312,MWTCB_25ML,MWTCB_HOOK_312,MWTCB_ANG_104,MWTCB_25ML__xlsx__BM035,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_313,MWTCB_25ML,MWTCB_HOOK_313,MWTCB_ANG_105,MWTCB_25ML__zip_csv__BM004,Satu botol kecil 25ml Cap Burung ni senang selit dekat zip depan sling bag.,situation reason,MODERATE,ready_to_buy,anak_beli_untuk_parent,PRACTICAL_STORAGE,beg,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_314,MWTCB_25ML,MWTCB_HOOK_314,MWTCB_ANG_105,MWTCB_25ML__zip_csv__BM004,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,ready_to_buy,anak_beli_untuk_parent,PRACTICAL_STORAGE,beg,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_315,MWTCB_25ML,MWTCB_HOOK_315,MWTCB_ANG_105,MWTCB_25ML__zip_csv__BM004,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,MODERATE,ready_to_buy,anak_beli_untuk_parent,PRACTICAL_STORAGE,beg,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_316,MWTCB_25ML,MWTCB_HOOK_316,MWTCB_ANG_106,MWTCB_25ML__xlsx__BM007,Satu botol kecil Cap Burung dalam glove box kereta adalah penyelamat mood.,situation reason,AGGRESSIVE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_317,MWTCB_25ML,MWTCB_HOOK_317,MWTCB_ANG_106,MWTCB_25ML__xlsx__BM007,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,AGGRESSIVE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_318,MWTCB_25ML,MWTCB_HOOK_318,MWTCB_ANG_106,MWTCB_25ML__xlsx__BM007,Sebab tu kena standby botol kecil 25ml ni dekat dalam glove box kereta.,storage cue,AGGRESSIVE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_319,MWTCB_25ML,MWTCB_HOOK_319,MWTCB_ANG_107,MWTCB_25ML__xlsx__BM007,Botol kaca hijau retro stabil tidak mudah bergolek dalam kereta.,situation reason,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_320,MWTCB_25ML,MWTCB_HOOK_320,MWTCB_ANG_107,MWTCB_25ML__xlsx__BM007,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_321,MWTCB_25ML,MWTCB_HOOK_321,MWTCB_ANG_107,MWTCB_25ML__xlsx__BM007,Sebab tu kena standby botol kecil 25ml ni dekat dalam glove box kereta.,storage cue,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_322,MWTCB_25ML,MWTCB_HOOK_322,MWTCB_ANG_108,MWTCB_25ML__xlsx__BM008,Selit sebotol Cap Burung 25ml dalam pouch harian kau.,situation reason,BOLD,warm_interest,impulse_tiktok_buyer,TRAVEL_CAR_BAG,beg,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_323,MWTCB_25ML,MWTCB_HOOK_323,MWTCB_ANG_108,MWTCB_25ML__xlsx__BM008,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,BOLD,warm_interest,impulse_tiktok_buyer,TRAVEL_CAR_BAG,beg,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_324,MWTCB_25ML,MWTCB_HOOK_324,MWTCB_ANG_108,MWTCB_25ML__xlsx__BM008,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,BOLD,warm_interest,impulse_tiktok_buyer,TRAVEL_CAR_BAG,beg,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_325,MWTCB_25ML,MWTCB_HOOK_325,MWTCB_ANG_109,MWTCB_25ML__xlsx__BM008,"Selit minyak Cap Burung kecil dalam beg sekolah dia, selamat digunakan.",situation reason,SOFT,warm_interest,impulse_tiktok_buyer,TRAVEL_CAR_BAG,beg,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_326,MWTCB_25ML,MWTCB_HOOK_326,MWTCB_ANG_109,MWTCB_25ML__xlsx__BM008,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,warm_interest,impulse_tiktok_buyer,TRAVEL_CAR_BAG,beg,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_327,MWTCB_25ML,MWTCB_HOOK_327,MWTCB_ANG_109,MWTCB_25ML__xlsx__BM008,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,SOFT,warm_interest,impulse_tiktok_buyer,TRAVEL_CAR_BAG,beg,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_328,MWTCB_25ML,MWTCB_HOOK_328,MWTCB_ANG_110,MWTCB_25ML__xlsx__BM009,"Bila badan mula lenguh masa travel, powerbank tak boleh tolong urut.",situation reason,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_329,MWTCB_25ML,MWTCB_HOOK_329,MWTCB_ANG_110,MWTCB_25ML__xlsx__BM009,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_330,MWTCB_25ML,MWTCB_HOOK_330,MWTCB_ANG_110,MWTCB_25ML__xlsx__BM009,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_331,MWTCB_25ML,MWTCB_HOOK_331,MWTCB_ANG_111,MWTCB_25ML__xlsx__BM009,Botol kaca Cap Burung 25ml tak makan ruang bagasi.,situation reason,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_332,MWTCB_25ML,MWTCB_HOOK_332,MWTCB_ANG_111,MWTCB_25ML__xlsx__BM009,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_333,MWTCB_25ML,MWTCB_HOOK_333,MWTCB_ANG_111,MWTCB_25ML__xlsx__BM009,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_334,MWTCB_25ML,MWTCB_HOOK_334,MWTCB_ANG_112,MWTCB_25ML__xlsx__BM025,Sapu herba asli minyak Cap Burung di pinggang semasa menunggu penumpang.,situation reason,BOLD,warm_interest,driver_travel,TRAVEL_CAR_BAG,kereta,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_335,MWTCB_25ML,MWTCB_HOOK_335,MWTCB_ANG_112,MWTCB_25ML__xlsx__BM025,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh pinggang.,trust cue,BOLD,warm_interest,driver_travel,TRAVEL_CAR_BAG,kereta,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_336,MWTCB_25ML,MWTCB_HOOK_336,MWTCB_ANG_112,MWTCB_25ML__xlsx__BM025,Sebab tu kena standby botol kecil 25ml ni dekat dalam glove box kereta.,storage cue,BOLD,warm_interest,driver_travel,TRAVEL_CAR_BAG,kereta,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_337,MWTCB_25ML,MWTCB_HOOK_337,MWTCB_ANG_113,MWTCB_25ML__xlsx__BM025,"Sediakan Cap Burung tepi pintu lori, sapu segar hilangkan lenguh jalan.",situation reason,BOLD,warm_interest,driver_travel,TRAVEL_CAR_BAG,kereta,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_338,MWTCB_25ML,MWTCB_HOOK_338,MWTCB_ANG_113,MWTCB_25ML__xlsx__BM025,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,trust cue,BOLD,warm_interest,driver_travel,TRAVEL_CAR_BAG,kereta,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_339,MWTCB_25ML,MWTCB_HOOK_339,MWTCB_ANG_113,MWTCB_25ML__xlsx__BM025,Sebab tu kena standby botol kecil 25ml ni dekat dalam glove box kereta.,storage cue,BOLD,warm_interest,driver_travel,TRAVEL_CAR_BAG,kereta,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_340,MWTCB_25ML,MWTCB_HOOK_340,MWTCB_ANG_114,MWTCB_25ML__xlsx__BM050,Hidu bau herba segar minyak Cap Burung untuk redakan mabuk kenderaan.,situation reason,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_341,MWTCB_25ML,MWTCB_HOOK_341,MWTCB_ANG_114,MWTCB_25ML__xlsx__BM050,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_342,MWTCB_25ML,MWTCB_HOOK_342,MWTCB_ANG_114,MWTCB_25ML__xlsx__BM050,Sebab tu kena standby botol kecil 25ml ni dekat dalam glove box kereta.,storage cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_343,MWTCB_25ML,MWTCB_HOOK_343,MWTCB_ANG_115,MWTCB_25ML__xlsx__BM050,Sapu minyak Cap Burung pada sendi sebelum sarung seluar hujan.,situation reason,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_344,MWTCB_25ML,MWTCB_HOOK_344,MWTCB_ANG_115,MWTCB_25ML__xlsx__BM050,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan perut senak berangin.,trust cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_345,MWTCB_25ML,MWTCB_HOOK_345,MWTCB_ANG_115,MWTCB_25ML__xlsx__BM050,Sebab tu kena standby botol kecil 25ml ni dekat dalam glove box kereta.,storage cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,kereta,fear_of_not_having,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_346,MWTCB_25ML,MWTCB_HOOK_346,MWTCB_ANG_116,MWTCB_25ML__xlsx__BM051,Cap merah ni letak siap-siap atas dashboard. Tengkuk tegang terus rasa lega.,situation reason,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,before_need_preparation,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_347,MWTCB_25ML,MWTCB_HOOK_347,MWTCB_ANG_116,MWTCB_25ML__xlsx__BM051,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,trust cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,before_need_preparation,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_348,MWTCB_25ML,MWTCB_HOOK_348,MWTCB_ANG_116,MWTCB_25ML__xlsx__BM051,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,BOLD,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,before_need_preparation,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_349,MWTCB_25ML,MWTCB_HOOK_349,MWTCB_ANG_117,MWTCB_25ML__xlsx__BM051,Sapu minyak herba cap burung untuk kekal segar memandu selamat.,situation reason,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,before_need_preparation,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_350,MWTCB_25ML,MWTCB_HOOK_350,MWTCB_ANG_117,MWTCB_25ML__xlsx__BM051,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,before_need_preparation,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_351,MWTCB_25ML,MWTCB_HOOK_351,MWTCB_ANG_117,MWTCB_25ML__xlsx__BM051,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,MODERATE,cold_scroll,driver_travel,TRAVEL_CAR_BAG,travel,before_need_preparation,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_352,MWTCB_25ML,MWTCB_HOOK_352,MWTCB_ANG_118,MWTCB_25ML__zip_csv__BM002,Sapu siap-siap kat betis sebelum sarung seluar hujan. Kekal hangat.,situation reason,AGGRESSIVE,ready_to_buy,driver_travel,TRAVEL_CAR_BAG,kerja,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_353,MWTCB_25ML,MWTCB_HOOK_353,MWTCB_ANG_118,MWTCB_25ML__zip_csv__BM002,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,trust cue,AGGRESSIVE,ready_to_buy,driver_travel,TRAVEL_CAR_BAG,kerja,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_354,MWTCB_25ML,MWTCB_HOOK_354,MWTCB_ANG_118,MWTCB_25ML__zip_csv__BM002,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,ready_to_buy,driver_travel,TRAVEL_CAR_BAG,kerja,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_355,MWTCB_25ML,MWTCB_HOOK_355,MWTCB_ANG_119,MWTCB_25ML__zip_csv__BM002,Sapu minyak cap burung herba asli dekat belakang badan untuk rehat selesa.,situation reason,BOLD,ready_to_buy,driver_travel,TRAVEL_CAR_BAG,kerja,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
